Seq. No.        2007 NAICS US Code      2007 NAICS US Title
1188    424920  "Book, Periodical, and Newspaper Merchant Wholesalers"
1189    42493   "Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
1190    424930  "Flower, Nursery Stock, and Florists' Supplies Merchant Wholesalers"
1191    42494   Tobacco and Tobacco Product Merchant Wholesalers
1192    424940  Tobacco and Tobacco Product Merchant Wholesalers
1193    42495   "Paint, Varnish, and Supplies Merchant Wholesalers"
1194    424950  "Paint, Varnish, and Supplies Merchant Wholesalers"
1195    42499   Other Miscellaneous Nondurable Goods Merchant Wholesalers
1196    424990  Other Miscellaneous Nondurable Goods Merchant Wholesalers
1197    425     Wholesale Electronic Markets and Agents and Brokers
1198    4251    Wholesale Electronic Markets and Agents and Brokers
1199    42511   Business to Business Electronic Markets
1200    425110  Business to Business Electronic Markets
1201    42512   Wholesale Trade Agents and Brokers
1202    425120  Wholesale Trade Agents and Brokers
1203    44-45   Retail Trade
1204    441     Motor Vehicle and Parts Dealers
1205    4411    Automobile Dealers
1206    44111   New Car Dealers
1207    441110  New Car Dealers
1208    44112   Used Car Dealers
1209    441120  Used Car Dealers
1210    4412    Other Motor Vehicle Dealers
1211    44121   Recreational Vehicle Dealers
1212    441210  Recreational Vehicle Dealers
1213    44122   "Motorcycle, Boat, and Other Motor Vehicle Dealers"
1214    441221  "Motorcycle, ATV, and Personal Watercraft Dealers"
1215    441222  Boat Dealers
1216    441229  All Other Motor Vehicle Dealers
1217    4413    "Automotive Parts, Accessories, and Tire Stores"
1218    44131   Automotive Parts and Accessories Stores
1219    441310  Automotive Parts and Accessories Stores
1220    44132   Tire Dealers
1221    441320  Tire Dealers
1222    442     Furniture and Home Furnishings Stores
1223    4421    Furniture Stores
1224    44211   Furniture Stores
1225    442110  Furniture Stores
1226    4422    Home Furnishings Stores
1227    44221   Floor Covering Stores
1228    442210  Floor Covering Stores
1229    44229   Other Home Furnishings Stores
1230    442291  Window Treatment Stores
1231    442299  All Other Home Furnishings Stores
1232    443     Electronics and Appliance Stores
1233    4431    Electronics and Appliance Stores
1234    44311   "Appliance, Television, and Other Electronics Stores"
1235    443111  Household Appliance Stores
1236    443112  "Radio, Television, and Other Electronics Stores"
1237    44312   Computer and Software Stores
1238    443120  Computer and Software Stores
1239    44313   Camera and Photographic Supplies Stores
1240    443130  Camera and Photographic Supplies Stores
1241    444     Building Material and Garden Equipment and Supplies Dealers
1242    4441    Building Material and Supplies Dealers
1243    44411   Home Centers
1244    444110  Home Centers
1245    44412   Paint and Wallpaper Stores
1246    444120  Paint and Wallpaper Stores
1247    44413   Hardware Stores
1248    444130  Hardware Stores
1249    44419   Other Building Material Dealers
1250    444190  Other Building Material Dealers
1251    4442    Lawn and Garden Equipment and Supplies Stores
1252    44421   Outdoor Power Equipment Stores
1253    444210  Outdoor Power Equipment Stores
1254    44422   "Nursery, Garden Center, and Farm Supply Stores"
1255    444220  "Nursery, Garden Center, and Farm Supply Stores"
1256    445     Food and Beverage Stores
1257    4451    Grocery Stores
1258    44511   Supermarkets and Other Grocery (except Convenience) Stores
1259    445110  Supermarkets and Other Grocery (except Convenience) Stores
1260    44512   Convenience Stores
1261    445120  Convenience Stores
1262    4452    Specialty Food Stores
1263    44521   Meat Markets
1264    445210  Meat Markets
1265    44522   Fish and Seafood Markets
1266    445220  Fish and Seafood Markets
1267    44523   Fruit and Vegetable Markets
1268    445230  Fruit and Vegetable Markets
1269    44529   Other Specialty Food Stores
1270    445291  Baked Goods Stores
1271    445292  Confectionery and Nut Stores
1272    445299  All Other Specialty Food Stores
1273    4453    "Beer, Wine, and Liquor Stores"
1274    44531   "Beer, Wine, and Liquor Stores"
1275    445310  "Beer, Wine, and Liquor Stores"
1276    446     Health and Personal Care Stores
1277    4461    Health and Personal Care Stores
1278    44611   Pharmacies and Drug Stores
1279    446110  Pharmacies and Drug Stores
1280    44612   "Cosmetics, Beauty Supplies, and Perfume Stores"
1281    446120  "Cosmetics, Beauty Supplies, and Perfume Stores"
1282    44613   Optical Goods Stores
1283    446130  Optical Goods Stores
1284    44619   Other Health and Personal Care Stores
1285    446191  Food (Health) Supplement Stores
1286    446199  All Other Health and Personal Care Stores
1287    447     Gasoline Stations
1288    4471    Gasoline Stations
1289    44711   Gasoline Stations with Convenience Stores
1290    447110  Gasoline Stations with Convenience Stores
1291    44719   Other Gasoline Stations
1292    447190  Other Gasoline Stations
1293    448     Clothing and Clothing Accessories Stores
1294    4481    Clothing Stores
1295    44811   Men's Clothing Stores
1296    448110  Men's Clothing Stores
1297    44812   Women's Clothing Stores
1298    448120  Women's Clothing Stores
1299    44813   Children's and Infants' Clothing Stores
1300    448130  Children's and Infants' Clothing Stores
1301    44814   Family Clothing Stores
1302    448140  Family Clothing Stores
1303    44815   Clothing Accessories Stores
1304    448150  Clothing Accessories Stores
1305    44819   Other Clothing Stores
1306    448190  Other Clothing Stores
1307    4482    Shoe Stores
1308    44821   Shoe Stores
1309    448210  Shoe Stores
1310    4483    "Jewelry, Luggage, and Leather Goods Stores"
1311    44831   Jewelry Stores
1312    448310  Jewelry Stores
1313    44832   Luggage and Leather Goods Stores
1314    448320  Luggage and Leather Goods Stores
1315    451     "Sporting Goods, Hobby, Book, and Music Stores"
1316    4511    "Sporting Goods, Hobby, and Musical Instrument Stores"
1317    45111   Sporting Goods Stores
1318    451110  Sporting Goods Stores
1319    45112   "Hobby, Toy, and Game Stores"
1320    451120  "Hobby, Toy, and Game Stores"
1321    45113   "Sewing, Needlework, and Piece Goods Stores"
1322    451130  "Sewing, Needlework, and Piece Goods Stores"
1323    45114   Musical Instrument and Supplies Stores
1324    451140  Musical Instrument and Supplies Stores
1325    4512    "Book, Periodical, and Music Stores"
1326    45121   Book Stores and News Dealers
1327    451211  Book Stores
1328    451212  News Dealers and Newsstands
1329    45122   "Prerecorded Tape, Compact Disc, and Record Stores"
1330    451220  "Prerecorded Tape, Compact Disc, and Record Stores"
1331    452     General Merchandise Stores
1332    4521    Department Stores
1333    45211   Department Stores
1334    452111  Department Stores (except Discount Department Stores)
1335    452112  Discount Department Stores
1336    4529    Other General Merchandise Stores
1337    45291   Warehouse Clubs and Supercenters
1338    452910  Warehouse Clubs and Supercenters
1339    45299   All Other General Merchandise Stores
1340    452990  All Other General Merchandise Stores
1341    453     Miscellaneous Store Retailers
1342    4531    Florists
1343    45311   Florists
1344    453110  Florists
1345    4532    "Office Supplies, Stationery, and Gift Stores"
1346    45321   Office Supplies and Stationery Stores
1347    453210  Office Supplies and Stationery Stores
1348    45322   "Gift, Novelty, and Souvenir Stores"
1349    453220  "Gift, Novelty, and Souvenir Stores"
1350    4533    Used Merchandise Stores
1351    45331   Used Merchandise Stores
1352    453310  Used Merchandise Stores
1353    4539    Other Miscellaneous Store Retailers
1354    45391   Pet and Pet Supplies Stores
1355    453910  Pet and Pet Supplies Stores
1356    45392   Art Dealers
1357    453920  Art Dealers
1358    45393   Manufactured (Mobile) Home Dealers
1359    453930  Manufactured (Mobile) Home Dealers
1360    45399   All Other Miscellaneous Store Retailers
1361    453991  Tobacco Stores
1362    453998  All Other Miscellaneous Store Retailers (except Tobacco Stores)
1363    454     Nonstore Retailers
1364    4541    Electronic Shopping and Mail-Order Houses
1365    45411   Electronic Shopping and Mail-Order Houses
1366    454111  Electronic Shopping
1367    454112  Electronic Auctions
1368    454113  Mail-Order Houses
1369    4542    Vending Machine Operators
1370    45421   Vending Machine Operators
1371    454210  Vending Machine Operators
1372    4543    Direct Selling Establishments
1373    45431   Fuel Dealers
1374    454311  Heating Oil Dealers
1375    454312  Liquefied Petroleum Gas (Bottled Gas) Dealers
1376    454319  Other Fuel Dealers
1377    45439   Other Direct Selling Establishments
1378    454390  Other Direct Selling Establishments
1379    48-49   Transportation and Warehousing
1380    481     Air Transportation
1381    4811    Scheduled Air Transportation
1382    48111   Scheduled Air Transportation
1383    481111  Scheduled Passenger Air Transportation
1384    481112  Scheduled Freight Air Transportation
1385    4812    Nonscheduled Air Transportation
1386    48121   Nonscheduled Air Transportation
1387    481211  Nonscheduled Chartered Passenger Air Transportation
1388    481212  Nonscheduled Chartered Freight Air Transportation
1389    481219  Other Nonscheduled Air Transportation
1390    482     Rail Transportation
1391    4821    Rail Transportation
1392    48211   Rail Transportation
1393    482111  Line-Haul Railroads
1394    482112  Short Line Railroads
1395    483     Water Transportation
1396    4831    "Deep Sea, Coastal, and Great Lakes Water Transportation"
1397    48311   "Deep Sea, Coastal, and Great Lakes Water Transportation"
1398    483111  Deep Sea Freight Transportation
1399    483112  Deep Sea Passenger Transportation
1400    483113  Coastal and Great Lakes Freight Transportation
1401    483114  Coastal and Great Lakes Passenger Transportation
1402    4832    Inland Water Transportation
1403    48321   Inland Water Transportation
1404    483211  Inland Water Freight Transportation
1405    483212  Inland Water Passenger Transportation
1406    484     Truck Transportation
1407    4841    General Freight Trucking
1408    48411   "General Freight Trucking, Local"
1409    484110  "General Freight Trucking, Local"
1410    48412   "General Freight Trucking, Long-Distance"
1411    484121  "General Freight Trucking, Long-Distance, Truckload"
1412    484122  "General Freight Trucking, Long-Distance, Less Than Truckload"
1413    4842    Specialized Freight Trucking
1414    48421   Used Household and Office Goods Moving
1415    484210  Used Household and Office Goods Moving
1416    48422   "Specialized Freight (except Used Goods) Trucking, Local"
1417    484220  "Specialized Freight (except Used Goods) Trucking, Local"
1418    48423   "Specialized Freight (except Used Goods) Trucking, Long-Distance"
1419    484230  "Specialized Freight (except Used Goods) Trucking, Long-Distance"
1420    485     Transit and Ground Passenger Transportation
1421    4851    Urban Transit Systems
1422    48511   Urban Transit Systems
1423    485111  Mixed Mode Transit Systems
1424    485112  Commuter Rail Systems
1425    485113  Bus and Other Motor Vehicle Transit Systems
1426    485119  Other Urban Transit Systems
1427    4852    Interurban and Rural Bus Transportation
1428    48521   Interurban and Rural Bus Transportation
1429    485210  Interurban and Rural Bus Transportation
1430    4853    Taxi and Limousine Service
1431    48531   Taxi Service
1432    485310  Taxi Service
1433    48532   Limousine Service
1434    485320  Limousine Service
1435    4854    School and Employee Bus Transportation
1436    48541   School and Employee Bus Transportation
1437    485410  School and Employee Bus Transportation
1438    4855    Charter Bus Industry
1439    48551   Charter Bus Industry
1440    485510  Charter Bus Industry
1441    4859    Other Transit and Ground Passenger Transportation
1442    48599   Other Transit and Ground Passenger Transportation
1443    485991  Special Needs Transportation
1444    485999  All Other Transit and Ground Passenger Transportation
1445    486     Pipeline Transportation
1446    4861    Pipeline Transportation of Crude Oil
1447    48611   Pipeline Transportation of Crude Oil
1448    486110  Pipeline Transportation of Crude Oil
1449    4862    Pipeline Transportation of Natural Gas
1450    48621   Pipeline Transportation of Natural Gas
1451    486210  Pipeline Transportation of Natural Gas
1452    4869    Other Pipeline Transportation
1453    48691   Pipeline Transportation of Refined Petroleum Products
1454    486910  Pipeline Transportation of Refined Petroleum Products
1455    48699   All Other Pipeline Transportation
1456    486990  All Other Pipeline Transportation
1457    487     Scenic and Sightseeing Transportation
1458    4871    "Scenic and Sightseeing Transportation, Land"
1459    48711   "Scenic and Sightseeing Transportation, Land"
1460    487110  "Scenic and Sightseeing Transportation, Land"
1461    4872    "Scenic and Sightseeing Transportation, Water"
1462    48721   "Scenic and Sightseeing Transportation, Water"
1463    487210  "Scenic and Sightseeing Transportation, Water"
1464    4879    "Scenic and Sightseeing Transportation, Other"
1465    48799   "Scenic and Sightseeing Transportation, Other"
1466    487990  "Scenic and Sightseeing Transportation, Other"
1467    488     Support Activities for Transportation
1468    4881    Support Activities for Air Transportation
1469    48811   Airport Operations
1470    488111  Air Traffic Control
1471    488119  Other Airport Operations
1472    48819   Other Support Activities for Air Transportation
1473    488190  Other Support Activities for Air Transportation
1474    4882    Support Activities for Rail Transportation
1475    48821   Support Activities for Rail Transportation
1476    488210  Support Activities for Rail Transportation
1477    4883    Support Activities for Water Transportation
1478    48831   Port and Harbor Operations
1479    488310  Port and Harbor Operations
1480    48832   Marine Cargo Handling
1481    488320  Marine Cargo Handling
1482    48833   Navigational Services to Shipping
1483    488330  Navigational Services to Shipping
1484    48839   Other Support Activities for Water Transportation
1485    488390  Other Support Activities for Water Transportation
1486    4884    Support Activities for Road Transportation
1487    48841   Motor Vehicle Towing
1488    488410  Motor Vehicle Towing
1489    48849   Other Support Activities for Road Transportation
1490    488490  Other Support Activities for Road Transportation
1491    4885    Freight Transportation Arrangement
1492    48851   Freight Transportation Arrangement
1493    488510  Freight Transportation Arrangement
1494    4889    Other Support Activities for Transportation
1495    48899   Other Support Activities for Transportation
1496    488991  Packing and Crating
1497    488999  All Other Support Activities for Transportation
1498    491     Postal Service
1499    4911    Postal Service
1500    49111   Postal Service
1501    491110  Postal Service
1502    492     Couriers and Messengers
1503    4921    Couriers and Express Delivery Services
1504    49211   Couriers and Express Delivery Services
1505    492110  Couriers and Express Delivery Services
1506    4922    Local Messengers and Local Delivery
1507    49221   Local Messengers and Local Delivery
1508    492210  Local Messengers and Local Delivery
1509    493     Warehousing and Storage
1510    4931    Warehousing and Storage
1511    49311   General Warehousing and Storage
1512    493110  General Warehousing and Storage
1513    49312   Refrigerated Warehousing and Storage
1514    493120  Refrigerated Warehousing and Storage
1515    49313   Farm Product Warehousing and Storage
1516    493130  Farm Product Warehousing and Storage
1517    49319   Other Warehousing and Storage
1518    493190  Other Warehousing and Storage
1519    51      Information
1520    511     Publishing Industries (except Internet)
1521    5111    "Newspaper, Periodical, Book, and Directory Publishers"
1522    51111   Newspaper Publishers
1523    511110  Newspaper Publishers
1524    51112   Periodical Publishers
1525    511120  Periodical Publishers
1526    51113   Book Publishers
1527    511130  Book Publishers
1528    51114   Directory and Mailing List Publishers
1529    511140  Directory and Mailing List Publishers
1530    51119   Other Publishers
1531    511191  Greeting Card Publishers
1532    511199  All Other Publishers
1533    5112    Software Publishers
1534    51121   Software Publishers
1535    511210  Software Publishers
1536    512     Motion Picture and Sound Recording Industries
1537    5121    Motion Picture and Video Industries
1538    51211   Motion Picture and Video Production
1539    512110  Motion Picture and Video Production
1540    51212   Motion Picture and Video Distribution
1541    512120  Motion Picture and Video Distribution
1542    51213   Motion Picture and Video Exhibition
1543    512131  Motion Picture Theaters (except Drive-Ins)
1544    512132  Drive-In Motion Picture Theaters
1545    51219   Postproduction Services and Other Motion Picture and Video Industries
1546    512191  Teleproduction and Other Postproduction Services
1547    512199  Other Motion Picture and Video Industries
1548    5122    Sound Recording Industries
1549    51221   Record Production
1550    512210  Record Production
1551    51222   Integrated Record Production/Distribution
1552    512220  Integrated Record Production/Distribution
1553    51223   Music Publishers
1554    512230  Music Publishers
1555    51224   Sound Recording Studios
1556    512240  Sound Recording Studios
1557    51229   Other Sound Recording Industries
1558    512290  Other Sound Recording Industries
1559    515     Broadcasting (except Internet)
1560    5151    Radio and Television Broadcasting
1561    51511   Radio Broadcasting
1562    515111  Radio Networks
1563    515112  Radio Stations
1564    51512   Television Broadcasting
1565    515120  Television Broadcasting
1566    5152    Cable and Other Subscription Programming
1567    51521   Cable and Other Subscription Programming
1568    515210  Cable and Other Subscription Programming
1569    517     Telecommunications
1570    5171    Wired Telecommunications Carriers
1571    51711   Wired Telecommunications Carriers
1572    517110  Wired Telecommunications Carriers
1573    5172    Wireless Telecommunications Carriers (except Satellite)
1574    51721   Wireless Telecommunications Carriers (except Satellite)
1575    517210  Wireless Telecommunications Carriers (except Satellite)
1576    5174    Satellite Telecommunications
1577    51741   Satellite Telecommunications
1578    517410  Satellite Telecommunications
1579    5179    Other Telecommunications
1580    51791   Other Telecommunications
1581    517911  Telecommunications Resellers
1582    517919  All Other Telecommunications
1583    518     "Data Processing, Hosting and Related Services"
1584    5182    "Data Processing, Hosting, and Related Services"
1585    51821   "Data Processing, Hosting, and Related Services"
1586    518210  "Data Processing, Hosting, and Related Services"
1587    519     Other Information Services
1588    5191    Other Information Services
1589    51911   News Syndicates
1590    519110  News Syndicates
1591    51912   Libraries and Archives
1592    519120  Libraries and Archives
1593    51913   Internet Publishing and Broadcasting and Web Search Portals
1594    519130  Internet Publishing and Broadcasting and Web Search Portals
1595    51919   All Other Information Services
1596    519190  All Other Information Services
1597    52      Finance and Insurance
1598    521     Monetary Authorities-Central Bank
1599    5211    Monetary Authorities-Central Bank
1600    52111   Monetary Authorities-Central Bank
1601    521110  Monetary Authorities-Central Bank
1602    522     Credit Intermediation and Related Activities
1603    5221    Depository Credit Intermediation
1604    52211   Commercial Banking
1605    522110  Commercial Banking
1606    52212   Savings Institutions
1607    522120  Savings Institutions
1608    52213   Credit Unions
1609    522130  Credit Unions
1610    52219   Other Depository Credit Intermediation
1611    522190  Other Depository Credit Intermediation
1612    5222    Nondepository Credit Intermediation
1613    52221   Credit Card Issuing
1614    522210  Credit Card Issuing
1615    52222   Sales Financing
1616    522220  Sales Financing
1617    52229   Other Nondepository Credit Intermediation
1618    522291  Consumer Lending
1619    522292  Real Estate Credit
1620    522293  International Trade Financing
1621    522294  Secondary Market Financing
1622    522298  All Other Nondepository Credit Intermediation
1623    5223    Activities Related to Credit Intermediation
1624    52231   Mortgage and Nonmortgage Loan Brokers
1625    522310  Mortgage and Nonmortgage Loan Brokers
1626    52232   "Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1627    522320  "Financial Transactions Processing, Reserve, and Clearinghouse Activities"
1628    52239   Other Activities Related to Credit Intermediation
1629    522390  Other Activities Related to Credit Intermediation
1630    523     "Securities, Commodity Contracts, and Other Financial Investments and Related Activities"
1631    5231    Securities and Commodity Contracts Intermediation and Brokerage
1632    52311   Investment Banking and Securities Dealing
1633    523110  Investment Banking and Securities Dealing
1634    52312   Securities Brokerage
1635    523120  Securities Brokerage
1636    52313   Commodity Contracts Dealing
1637    523130  Commodity Contracts Dealing
1638    52314   Commodity Contracts Brokerage
1639    523140  Commodity Contracts Brokerage
1640    5232    Securities and Commodity Exchanges
1641    52321   Securities and Commodity Exchanges
1642    523210  Securities and Commodity Exchanges
1643    5239    Other Financial Investment Activities
1644    52391   Miscellaneous Intermediation
1645    523910  Miscellaneous Intermediation
1646    52392   Portfolio Management
1647    523920  Portfolio Management
1648    52393   Investment Advice
1649    523930  Investment Advice
1650    52399   All Other Financial Investment Activities
1651    523991  "Trust, Fiduciary, and Custody Activities"
1652    523999  Miscellaneous Financial Investment Activities
1653    524     Insurance Carriers and Related Activities
1654    5241    Insurance Carriers
1655    52411   "Direct Life, Health, and Medical Insurance Carriers"
1656    524113  Direct Life Insurance Carriers
1657    524114  Direct Health and Medical Insurance Carriers
1658    52412   "Direct Insurance (except Life, Health, and Medical) Carriers"
1659    524126  Direct Property and Casualty Insurance Carriers
1660    524127  Direct Title Insurance Carriers
1661    524128  "Other Direct Insurance (except Life, Health, and Medical) Carriers"
1662    52413   Reinsurance Carriers
1663    524130  Reinsurance Carriers
1664    5242    "Agencies, Brokerages, and Other Insurance Related Activities"
1665    52421   Insurance Agencies and Brokerages
1666    524210  Insurance Agencies and Brokerages
1667    52429   Other Insurance Related Activities
1668    524291  Claims Adjusting
1669    524292  Third Party Administration of Insurance and Pension Funds
1670    524298  All Other Insurance Related Activities
1671    525     "Funds, Trusts, and Other Financial Vehicles"
1672    5251    Insurance and Employee Benefit Funds
1673    52511   Pension Funds
1674    525110  Pension Funds
1675    52512   Health and Welfare Funds
1676    525120  Health and Welfare Funds
1677    52519   Other Insurance Funds
1678    525190  Other Insurance Funds
1679    5259    Other Investment Pools and Funds
1680    52591   Open-End Investment Funds
1681    525910  Open-End Investment Funds
1682    52592   "Trusts, Estates, and Agency Accounts"
1683    525920  "Trusts, Estates, and Agency Accounts"
1684    52599   Other Financial Vehicles
1685    525990  Other Financial Vehicles
1686    53      Real Estate and Rental and Leasing
1687    531     Real Estate
1688    5311    Lessors of Real Estate
1689    53111   Lessors of Residential Buildings and Dwellings
1690    531110  Lessors of Residential Buildings and Dwellings
1691    53112   Lessors of Nonresidential Buildings (except Miniwarehouses)
1692    531120  Lessors of Nonresidential Buildings (except Miniwarehouses)
1693    53113   Lessors of Miniwarehouses and Self-Storage Units
1694    531130  Lessors of Miniwarehouses and Self-Storage Units
1695    53119   Lessors of Other Real Estate Property
1696    531190  Lessors of Other Real Estate Property
1697    5312    Offices of Real Estate Agents and Brokers
1698    53121   Offices of Real Estate Agents and Brokers
1699    531210  Offices of Real Estate Agents and Brokers
1700    5313    Activities Related to Real Estate
1701    53131   Real Estate Property Managers
1702    531311  Residential Property Managers
1703    531312  Nonresidential Property Managers
1704    53132   Offices of Real Estate Appraisers
1705    531320  Offices of Real Estate Appraisers
1706    53139   Other Activities Related to Real Estate
1707    531390  Other Activities Related to Real Estate
1708    532     Rental and Leasing Services
1709    5321    Automotive Equipment Rental and Leasing
1710    53211   Passenger Car Rental and Leasing
1711    532111  Passenger Car Rental
1712    532112  Passenger Car Leasing
1713    53212   "Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1714    532120  "Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing"
1715    5322    Consumer Goods Rental
1716    53221   Consumer Electronics and Appliances Rental
1717    532210  Consumer Electronics and Appliances Rental
1718    53222   Formal Wear and Costume Rental
1719    532220  Formal Wear and Costume Rental
1720    53223   Video Tape and Disc Rental
1721    532230  Video Tape and Disc Rental
1722    53229   Other Consumer Goods Rental
1723    532291  Home Health Equipment Rental
1724    532292  Recreational Goods Rental
1725    532299  All Other Consumer Goods Rental
1726    5323    General Rental Centers
1727    53231   General Rental Centers
1728    532310  General Rental Centers
1729    5324    Commercial and Industrial Machinery and Equipment Rental and Leasing
1730    53241   "Construction, Transportation, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1731    532411  "Commercial Air, Rail, and Water Transportation Equipment Rental and Leasing"
1732    532412  "Construction, Mining, and Forestry Machinery and Equipment Rental and Leasing"
1733    53242   Office Machinery and Equipment Rental and Leasing
1734    532420  Office Machinery and Equipment Rental and Leasing
1735    53249   Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1736    532490  Other Commercial and Industrial Machinery and Equipment Rental and Leasing
1737    533     Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1738    5331    Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1739    53311   Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1740    533110  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works)
1741    54      "Professional, Scientific, and Technical Services"
1742    541     "Professional, Scientific, and Technical Services"
1743    5411    Legal Services
1744    54111   Offices of Lawyers
1745    541110  Offices of Lawyers
1746    54112   Offices of Notaries
1747    541120  Offices of Notaries
1748    54119   Other Legal Services
1749    541191  Title Abstract and Settlement Offices
1750    541199  All Other Legal Services
1751    5412    "Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1752    54121   "Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
1753    541211  Offices of Certified Public Accountants
1754    541213  Tax Preparation Services
1755    541214  Payroll Services
1756    541219  Other Accounting Services
1757    5413    "Architectural, Engineering, and Related Services"
1758    54131   Architectural Services
1759    541310  Architectural Services
1760    54132   Landscape Architectural Services
1761    541320  Landscape Architectural Services
1762    54133   Engineering Services
1763    541330  Engineering Services
1764    54134   Drafting Services
1765    541340  Drafting Services
1766    54135   Building Inspection Services
1767    541350  Building Inspection Services
1768    54136   Geophysical Surveying and Mapping Services
1769    541360  Geophysical Surveying and Mapping Services
1770    54137   Surveying and Mapping (except Geophysical) Services
1771    541370  Surveying and Mapping (except Geophysical) Services
1772    54138   Testing Laboratories
1773    541380  Testing Laboratories
1774    5414    Specialized Design Services
1775    54141   Interior Design Services
1776    541410  Interior Design Services
1777    54142   Industrial Design Services
1778    541420  Industrial Design Services
1779    54143   Graphic Design Services
1780    541430  Graphic Design Services
1781    54149   Other Specialized Design Services
1782    541490  Other Specialized Design Services
1783    5415    Computer Systems Design and Related Services
1784    54151   Computer Systems Design and Related Services
1785    541511  Custom Computer Programming Services
1786    541512  Computer Systems Design Services
1787    541513  Computer Facilities Management Services
1788    541519  Other Computer Related Services
1789    5416    "Management, Scientific, and Technical Consulting Services"
1790    54161   Management Consulting Services
1791    541611  Administrative Management and General Management Consulting Services
1792    541612  Human Resources Consulting Services
1793    541613  Marketing Consulting Services
1794    541614  "Process, Physical Distribution, and Logistics Consulting Services"
1795    541618  Other Management Consulting Services
1796    54162   Environmental Consulting Services
1797    541620  Environmental Consulting Services
1798    54169   Other Scientific and Technical Consulting Services
1799    541690  Other Scientific and Technical Consulting Services
1800    5417    Scientific Research and Development Services
1801    54171   "Research and Development in the Physical, Engineering, and Life Sciences"
1802    541711  Research and Development in Biotechnology
1803    541712  "Research and Development in the Physical, Engineering, and Life Sciences (except Biotechnology)"
1804    54172   Research and Development in the Social Sciences and Humanities
1805    541720  Research and Development in the Social Sciences and Humanities
1806    5418    "Advertising, Public Relations, and Related Services"
1807    54181   Advertising Agencies
1808    541810  Advertising Agencies
1809    54182   Public Relations Agencies
1810    541820  Public Relations Agencies
1811    54183   Media Buying Agencies
1812    541830  Media Buying Agencies
1813    54184   Media Representatives
1814    541840  Media Representatives
1815    54185   Display Advertising
1816    541850  Display Advertising
1817    54186   Direct Mail Advertising
1818    541860  Direct Mail Advertising
1819    54187   Advertising Material Distribution Services
1820    541870  Advertising Material Distribution Services
1821    54189   Other Services Related to Advertising
1822    541890  Other Services Related to Advertising
1823    5419    "Other Professional, Scientific, and Technical Services"
1824    54191   Marketing Research and Public Opinion Polling
1825    541910  Marketing Research and Public Opinion Polling
1826    54192   Photographic Services
1827    541921  "Photography Studios, Portrait"
1828    541922  Commercial Photography
1829    54193   Translation and Interpretation Services
1830    541930  Translation and Interpretation Services
1831    54194   Veterinary Services
1832    541940  Veterinary Services
1833    54199   "All Other Professional, Scientific, and Technical Services"
1834    541990  "All Other Professional, Scientific, and Technical Services"
1835    55      Management of Companies and Enterprises
1836    551     Management of Companies and Enterprises
1837    5511    Management of Companies and Enterprises
1838    55111   Management of Companies and Enterprises
1839    551111  Offices of Bank Holding Companies
1840    551112  Offices of Other Holding Companies
1841    551114  "Corporate, Subsidiary, and Regional Managing Offices"
1842    56      Administrative and Support and Waste Management and Remediation Services
1843    561     Administrative and Support Services
1844    5611    Office Administrative Services
1845    56111   Office Administrative Services
1846    561110  Office Administrative Services
1847    5612    Facilities Support Services
1848    56121   Facilities Support Services
1849    561210  Facilities Support Services
1850    5613    Employment Services
1851    56131   Employment Placement Agencies and Executive Search Services
1852    561311  Employment Placement Agencies
1853    561312  Executive Search Services
1854    56132   Temporary Help Services
1855    561320  Temporary Help Services
1856    56133   Professional Employer Organizations
1857    561330  Professional Employer Organizations
1858    5614    Business Support Services
1859    56141   Document Preparation Services
1860    561410  Document Preparation Services
1861    56142   Telephone Call Centers
1862    561421  Telephone Answering Services
1863    561422  Telemarketing Bureaus and Other Contact Centers
1864    56143   Business Service Centers
1865    561431  Private Mail Centers
1866    561439  Other Business Service Centers (including Copy Shops)
1867    56144   Collection Agencies
1868    561440  Collection Agencies
1869    56145   Credit Bureaus
1870    561450  Credit Bureaus
1871    56149   Other Business Support Services
1872    561491  Repossession Services
1873    561492  Court Reporting and Stenotype Services
1874    561499  All Other Business Support Services
1875    5615    Travel Arrangement and Reservation Services
1876    56151   Travel Agencies
1877    561510  Travel Agencies
1878    56152   Tour Operators
1879    561520  Tour Operators
1880    56159   Other Travel Arrangement and Reservation Services
1881    561591  Convention and Visitors Bureaus
1882    561599  All Other Travel Arrangement and Reservation Services
1883    5616    Investigation and Security Services
1884    56161   "Investigation, Guard, and Armored Car Services"
1885    561611  Investigation Services
1886    561612  Security Guards and Patrol Services
1887    561613  Armored Car Services
1888    56162   Security Systems Services
1889    561621  Security Systems Services (except Locksmiths)
1890    561622  Locksmiths
1891    5617    Services to Buildings and Dwellings
