HS2007,BEC
8433.40,41
8433.51,41
8433.52,41
8433.53,41
8433.59,41
8433.60,41
8433.90,42
8434.10,41
8434.20,41
8434.90,42
8435.10,41
8435.90,42
8436.10,41
8436.21,41
8436.29,41
8436.80,41
8436.91,42
8436.99,42
8437.10,41
8437.80,41
8437.90,42
8438.10,41
8438.20,41
8438.30,41
8438.40,41
8438.50,41
8438.60,41
8438.80,41
8438.90,42
8439.10,41
8439.20,41
8439.30,41
8439.91,42
8439.99,42
8440.10,41
8440.90,42
8441.10,41
8441.20,41
8441.30,41
8441.40,41
8441.80,41
8441.90,42
8442.30,41
8442.40,42
8442.50,42
8443.11,41
8443.12,41
8443.13,41
8443.14,41
8443.15,41
8443.16,41
8443.17,41
8443.19,41
8443.31,41
8443.32,41
8443.39,41
8443.91,42
8443.99,42
8444.00,41
8445.11,41
8445.12,41
8445.13,41
8445.19,41
8445.20,41
8445.30,41
8445.40,41
8445.90,41
8446.10,41
8446.21,41
8446.29,41
8446.30,41
8447.11,41
8447.12,41
8447.20,41
8447.90,41
8448.11,42
8448.19,42
8448.20,42
8448.31,42
8448.32,42
8448.33,42
8448.39,42
8448.42,42
8448.49,42
8448.51,42
8448.59,42
8449.00,41
8450.11,61
8450.12,61
8450.19,61
8450.20,41
8450.90,42
8451.10,41
8451.21,61
8451.29,41
8451.30,41
8451.40,41
8451.50,41
8451.80,41
8451.90,42
8452.10,61
8452.21,41
8452.29,41
8452.30,42
8452.40,42
8452.90,42
8453.10,41
8453.20,41
8453.80,41
8453.90,42
8454.10,41
8454.20,41
8454.30,41
8454.90,42
8455.10,41
8455.21,41
8455.22,41
8455.30,42
8455.90,42
8456.10,41
8456.20,41
8456.30,41
8456.90,41
8457.10,41
8457.20,41
8457.30,41
8458.11,41
8458.19,41
8458.91,41
8458.99,41
8459.10,41
8459.21,41
8459.29,41
8459.31,41
8459.39,41
8459.40,41
8459.51,41
8459.59,41
8459.61,41
8459.69,41
8459.70,41
8460.11,41
8460.19,41
8460.21,41
8460.29,41
8460.31,41
8460.39,41
8460.40,41
8460.90,41
8461.20,41
8461.30,41
8461.40,41
8461.50,41
8461.90,41
8462.10,41
8462.21,41
8462.29,41
8462.31,41
8462.39,41
8462.41,41
8462.49,41
8462.91,41
8462.99,41
8463.10,41
8463.20,41
8463.30,41
8463.90,41
8464.10,41
8464.20,41
8464.90,41
8465.10,41
8465.91,41
8465.92,41
8465.93,41
8465.94,41
8465.95,41
8465.96,41
8465.99,41
8466.10,42
8466.20,42
8466.30,42
8466.91,42
8466.92,42
8466.93,42
8466.94,42
8467.11,41
8467.19,41
8467.21,41
8467.22,41
8467.29,41
8467.81,41
8467.89,41
8467.91,42
8467.92,42
8467.99,42
8468.10,41
8468.20,41
8468.80,41
8468.90,42
8469.00,41
8470.10,62
8470.21,41
8470.29,41
8470.30,41
8470.50,41
8470.90,41
8471.30,41
8471.41,41
8471.49,41
8471.50,41
8471.60,41
8471.70,41
8471.80,41
8471.90,41
8472.10,41
8472.30,41
8472.90,41
8473.10,42
8473.21,42
8473.29,42
8473.30,42
8473.40,42
8473.50,42
8474.10,41
8474.20,41
8474.31,41
8474.32,41
8474.39,41
8474.80,41
8474.90,42
8475.10,41
8475.21,41
8475.29,41
8475.90,42
8476.21,41
8476.29,41
8476.81,41
8476.89,41
8476.90,42
8477.10,41
8477.20,41
8477.30,41
8477.40,41
8477.51,41
8477.59,41
8477.80,41
8477.90,42
8478.10,41
8478.90,42
8479.10,41
8479.20,41
8479.30,41
8479.40,41
8479.50,41
8479.60,41
8479.81,41
8479.82,41
8479.89,41
8479.90,42
8480.10,41
8480.20,41
8480.30,41
8480.41,41
8480.49,41
8480.50,41
8480.60,41
8480.71,41
8480.79,41
8481.10,42
8481.20,42
8481.30,42
8481.40,42
8481.80,42
8481.90,42
8482.10,42
8482.20,42
8482.30,42
8482.40,42
8482.50,42
8482.80,42
8482.91,42
8482.99,42
8483.10,42
8483.20,42
8483.30,42
8483.40,42
8483.50,42
8483.60,42
8483.90,42
8484.10,42
8484.20,42
8484.90,42
8486.10,41
8486.20,41
8486.30,41
8486.40,41
8486.90,42
8487.10,42
8487.90,42
8501.10,41
8501.20,41
8501.31,41
8501.32,41
8501.33,41
8501.34,41
8501.40,41
8501.51,41
8501.52,41
8501.53,41
8501.61,41
8501.62,41
8501.63,41
8501.64,41
8502.11,41
8502.12,41
8502.13,41
8502.20,41
8502.31,41
8502.39,41
8502.40,41
8503.00,42
8504.10,41
8504.21,41
8504.22,41
8504.23,41
8504.31,41
8504.32,41
8504.33,41
8504.34,41
8504.40,41
8504.50,41
8504.90,42
8505.11,41
8505.19,41
8505.20,41
8505.90,41
8506.10,63
8506.30,63
8506.40,63
8506.50,63
8506.60,63
8506.80,63
8506.90,22
8507.10,53
8507.20,53
8507.30,53
8507.40,53
8507.80,53
8507.90,22
8508.11,61
8508.19,61
8508.60,61
8508.70,22
8509.40,61
8509.80,61
8509.90,22
8510.10,61
8510.20,61
8510.30,61
8510.90,22
8511.10,53
8511.20,53
8511.30,53
8511.40,53
8511.50,53
8511.80,53
8511.90,53
8512.10,53
8512.20,53
8512.30,53
8512.40,53
8512.90,22
8513.10,22
8513.90,22
8514.10,41
8514.20,41
8514.30,41
8514.40,41
8514.90,42
8515.11,41
8515.19,41
8515.21,41
8515.29,41
8515.31,41
8515.39,41
8515.80,41
8515.90,42
8516.10,22
8516.21,61
8516.29,61
8516.31,61
8516.32,61
8516.33,41
8516.40,61
8516.50,61
8516.60,61
8516.71,61
8516.72,61
8516.79,61
8516.80,22
8516.90,22
8517.11,62
8517.12,41
8517.18,41
8517.61,41
8517.62,41
8517.69,41
8517.70,42
8518.10,41
8518.21,41
8518.22,41
8518.29,41
8518.30,41
8518.40,41
8518.50,41
8518.90,42
8519.20,61
8519.30,61
8519.50,62
8519.81,61
8519.89,61
8521.10,41
8521.90,41
8522.10,42
8522.90,42
8523.21,62
8523.29,62
8523.40,62
8523.51,62
8523.52,42
8523.59,42
8523.80,42
8525.50,41
8525.60,41
8525.80,61
8526.10,41
8526.91,41
8526.92,41
8527.12,61
8527.13,61
8527.19,61
8527.21,53
8527.29,53
8527.91,41
8527.92,41
8527.99,41
8528.41,41
8528.49,41
8528.51,41
8528.59,41
8528.61,41
8528.69,61
8528.71,61
8528.72,61
8528.73,41
8529.10,42
8529.90,42
8530.10,41
8530.80,41
8530.90,42
8531.10,41
8531.20,41
8531.80,41
8531.90,42
8532.10,41
8532.21,41
8532.22,41
8532.23,41
8532.24,41
8532.25,41
8532.29,41
8532.30,41
8532.90,42
8533.10,42
8533.21,42
8533.29,42
8533.31,42
8533.39,42
8533.40,42
8533.90,42
8534.00,42
8535.10,42
8535.21,42
8535.29,42
8535.30,42
8535.40,42
8535.90,42
8536.10,42
8536.20,42
8536.30,42
8536.41,42
8536.49,42
8536.50,42
8536.61,42
8536.69,42
8536.70,62
8536.90,42
8537.10,42
8537.20,42
8538.10,42
8538.90,42
8539.10,53
8539.21,63
8539.22,63
8539.29,42
8539.31,42
8539.32,42
8539.39,42
8539.41,42
8539.49,42
8539.90,22
8540.11,42
8540.12,42
8540.20,42
8540.40,42
8540.50,42
8540.60,42
8540.71,42
8540.72,42
8540.79,42
8540.81,42
8540.89,42
8540.91,42
8540.99,42
8541.10,42
8541.21,42
8541.29,42
8541.30,42
8541.40,42
8541.50,42
8541.60,42
8541.90,42
8542.31,42
8542.32,42
8542.33,42
8542.39,42
8542.90,42
8543.10,41
8543.20,41
8543.30,41
8543.70,41
8543.90,42
8544.11,22
8544.19,22
8544.20,22
8544.30,53
8544.42,22
8544.49,22
8544.60,22
8544.70,22
8545.11,42
8545.19,42
8545.20,42
8545.90,42
8546.10,42
8546.20,42
8546.90,42
8547.10,22
8547.20,22
8547.90,22
8548.10,21
8548.90,42
8601.10,521
8601.20,521
8602.10,521
8602.90,521
8603.10,521
8603.90,521
8604.00,521
8605.00,521
8606.10,521
8606.30,521
8606.91,521
8606.92,521
8606.99,521
8607.11,53
8607.12,53
8607.19,53
8607.21,53
8607.29,53
8607.30,53
8607.91,53
8607.99,53
8608.00,41
8609.00,521
8701.10,41
8701.20,521
8701.30,41
8701.90,41
8702.10,521
8702.90,521
8703.10,522
8703.21,51
8703.22,51
8703.23,51
8703.24,51
8703.31,51
8703.32,51
8703.33,51
8703.90,51
8704.10,521
8704.21,521
8704.22,521
8704.23,521
8704.31,521
8704.32,521
8704.90,521
8705.10,521
8705.20,521
8705.30,521
8705.40,521
8705.90,521
8706.00,53
8707.10,53
8707.90,53
8708.10,53
8708.21,53
8708.29,53
8708.30,53
8708.40,53
8708.50,53
8708.70,53
8708.80,53
8708.91,53
8708.92,53
8708.93,53
8708.94,53
8708.95,53
8708.99,53
8709.11,41
8709.19,41
8709.90,42
8710.00,7
8711.10,522
8711.20,522
8711.30,522
8711.40,522
8711.50,522
8711.90,522
8712.00,522
8713.10,522
8713.90,522
8714.11,53
8714.19,53
8714.20,53
8714.91,53
8714.92,53
8714.93,53
8714.94,53
8714.95,53
8714.96,53
8714.99,53
8715.00,61
8716.10,522
8716.20,521
8716.31,521
8716.39,521
8716.40,521
8716.80,521
8716.90,53
8801.00,522
8802.11,521
8802.12,521
8802.20,522
8802.30,521
8802.40,521
8802.60,521
8803.10,53
8803.20,53
8803.30,53
8803.90,53
8804.00,7
8805.10,7
8805.21,7
8805.29,7
8901.10,521
8901.20,521
8901.30,521
8901.90,521
8902.00,521
8903.10,522
8903.91,522
8903.92,522
8903.99,522
8904.00,521
8905.10,41
8905.20,41
8905.90,41
8906.10,7
8906.90,7
8907.10,522
8907.90,41
8908.00,21
9001.10,22
9001.20,22
9001.30,63
9001.40,22
9001.50,22
9001.90,22
9002.11,22
9002.19,22
9002.20,22
9002.90,22
9003.11,22
9003.19,22
9003.90,22
9004.10,62
9004.90,62
9005.10,61
9005.80,41
9005.90,42
9006.10,41
9006.30,41
9006.40,41
9006.51,61
9006.52,61
9006.53,61
9006.59,61
9006.61,42
9006.69,42
9006.91,22
9006.99,22
9007.11,61
9007.19,41
9007.20,41
9007.91,42
9007.92,42
9008.10,61
9008.20,41
9008.30,41
9008.40,41
9008.90,42
9010.10,41
9010.50,41
9010.60,41
9010.90,42
9011.10,41
9011.20,41
9011.80,41
9011.90,42
9012.10,41
9012.90,42
9013.10,41
9013.20,41
9013.80,41
9013.90,42
9014.10,41
9014.20,41
9014.80,41
9014.90,42
9015.10,41
9015.20,41
9015.30,41
9015.40,41
9015.80,41
9015.90,42
9016.00,41
9017.10,41
9017.20,41
9017.30,41
9017.80,41
9017.90,42
9018.11,41
9018.12,41
9018.13,41
9018.14,41
9018.19,41
9018.20,41
9018.31,22
9018.32,22
9018.39,22
9018.41,41
9018.49,41
9018.50,41
9018.90,41
9019.10,41
9019.20,41
9020.00,41
9021.10,62
9021.21,61
9021.29,61
9021.31,61
9021.39,61
9021.40,61
9021.50,61
9021.90,61
9022.12,41
9022.13,41
9022.14,41
9022.19,41
9022.21,41
9022.29,41
9022.30,42
9022.90,42
9023.00,41
9024.10,41
9024.80,41
9024.90,42
9025.11,41
9025.19,41
9025.80,41
9025.90,42
9026.10,41
9026.20,41
9026.80,41
9026.90,42
9027.10,41
9027.20,41
9027.30,41
9027.50,41
9027.80,41
9027.90,41
9028.10,41
9028.20,41
9028.30,41
9028.90,42
9029.10,41
9029.20,41
9029.90,42
9030.10,41
9030.20,41
9030.31,41
9030.32,41
9030.33,41
9030.39,41
9030.40,41
9030.82,41
9030.84,41
9030.89,41
9030.90,42
9031.10,41
9031.20,41
9031.41,41
9031.49,41
9031.80,41
9031.90,42
9032.10,41
9032.20,41
9032.81,41
9032.89,41
9032.90,42
9033.00,42
9101.11,61
9101.19,61
9101.21,61
9101.29,61
9101.91,61
9101.99,61
9102.11,61
9102.12,61
9102.19,61
9102.21,61
9102.29,61
9102.91,61
9102.99,61
9103.10,61
9103.90,61
9104.00,53
9105.11,61
9105.19,61
9105.21,61
9105.29,61
9105.91,61
9105.99,61
9106.10,41
9106.90,41
9107.00,41
9108.11,22
9108.12,22
9108.19,22
9108.20,22
9108.90,22
9109.11,22
9109.19,22
9109.90,22
9110.11,22
9110.12,22
9110.19,22
9110.90,22
9111.10,22
9111.20,22
9111.80,22
9111.90,22
9112.20,22
9112.90,22
9113.10,62
9113.20,62
9113.90,62
9114.10,22
9114.20,22
9114.30,22
9114.40,22
9114.90,22
9201.10,61
9201.20,61
9201.90,61
9202.10,61
9202.90,61
9205.10,61
9205.90,61
9206.00,61
9207.10,61
9207.90,61
9208.10,61
9208.90,61
9209.30,22
9209.91,22
9209.92,22
9209.94,22
9209.99,22
9301.11,7
9301.19,7
9301.20,7
9301.90,7
9302.00,7
9303.10,61
9303.20,61
9303.30,61
9303.90,41
9304.00,61
9305.10,7
9305.21,22
9305.29,22
9305.91,7
9305.99,7
9306.21,22
9306.29,22
9306.30,7
9306.90,7
9307.00,7
9401.10,53
9401.20,53
9401.30,41
9401.40,61
9401.51,62
9401.59,62
9401.61,61
9401.69,61
9401.71,61
9401.79,61
9401.80,41
9401.90,22
9402.10,41
9402.90,41
9403.10,41
9403.20,41
9403.30,41
9403.40,61
9403.50,61
9403.60,61
9403.70,61
9403.81,22
9403.89,22
9403.90,61
9404.10,62
9404.21,62
9404.29,62
9404.30,62
9404.90,62
9405.10,22
9405.20,62
9405.30,63
9405.40,22
9405.50,22
9405.60,22
9405.91,22
9405.92,22
9405.99,22
9406.00,22
9503.00,62
9504.10,62
9504.20,62
9504.30,41
9504.40,63
9504.90,41
9505.10,63
9505.90,63
9506.11,62
9506.12,62
9506.19,62
9506.21,62
9506.29,62
9506.31,62
9506.32,63
9506.39,62
9506.40,62
9506.51,62
9506.59,62
9506.61,63
9506.62,62
9506.69,62
9506.70,62
9506.91,62
9506.99,62
9507.10,62
9507.20,63
9507.30,62
9507.90,62
9508.10,41
9508.90,41
9601.10,62
9601.90,62
9602.00,62
9603.10,22
9603.21,63
9603.29,63
9603.30,63
9603.40,22
9603.50,22
9603.90,22
9604.00,22
9605.00,62
9606.10,22
9606.21,22
9606.22,22
9606.29,22
9606.30,22
9607.11,22
9607.19,22
9607.20,22
9608.10,63
9608.20,63
9608.31,63
9608.39,63
9608.40,63
9608.50,63
9608.60,22
9608.91,22
9608.99,22
9609.10,63
9609.20,63
9609.90,63
9610.00,62
9611.00,22
9612.10,22
9612.20,22
9613.10,63
9613.20,62
9613.80,62
9613.90,22
9614.00,62
9615.11,62
9615.19,62
9615.90,62
9616.10,62
9616.20,63
9617.00,62
9618.00,41
9701.10,62
9701.90,63
9702.00,61
9703.00,61
9704.00,61
9705.00,61
9706.00,61
