"SITC, Rev. 3",BEC,Relationship
78319,521,n to 1
7832,521,n to 1
7841,53,n to 1
78421,53,n to 1
78425,53,n to 1
78431,53,n to 1
78432,53,n to 1
78433,53,n to 1
78434,53,n to 1
78435,53,n to 1
78436,53,n to 1
78439,53,n to 1
78511,522,n to 1
78513,522,n to 1
78515,522,n to 1
78516,522,n to 1
78517,522,n to 1
78519,522,n to 1
7852,522,n to 1
78531,522,n to 1
78535,53,n to 1
78536,53,n to 1
78537,53,n to 1
7861,522,n to 1
78621,521,n to 1
78622,521,n to 1
78629,521,n to 1
7863,521,n to 1
78683,521,n to 1
78685,521,n to 1
78689,53,n to 1
79111,521,n to 1
79115,521,n to 1
79121,521,n to 1
79129,521,n to 1
7916,521,n to 1
7917,521,n to 1
79181,521,n to 1
79182,521,n to 1
79191,41,n to 1
79199,53,n to 1
79211,521,n to 1
79215,521,n to 1
7922,522,n to 1
7923,521,n to 1
7924,521,n to 1
7925,521,n to 1
79281,521,n to n
79281,522,n to n
79282,521,n to n
79282,522,n to n
79283,7,n to 1
79291,53,n to 1
79293,53,n to 1
79295,53,n to 1
79297,53,n to 1
79311,522,n to 1
79312,522,n to 1
79319,522,n to 1
79322,521,n to 1
79324,521,n to 1
79326,521,n to 1
79327,521,n to 1
79328,521,n to 1
79329,7,n to 1
7933,21,n to 1
79351,41,n to 1
79355,41,n to 1
79359,41,n to 1
7937,521,n to 1
79391,522,n to 1
79399,41,n to 1
8110,22,n to 1
81211,41,n to 1
81215,41,n to 1
81217,41,n to 1
81219,42,n to 1
81221,22,n to 1
81229,22,n to 1
81311,22,n to 1
81312,22,n to 1
81313,62,n to 1
81315,22,n to 1
81317,22,n to 1
8132,22,n to 1
8138,22,n to 1
81391,22,n to 1
81392,22,n to 1
81399,22,n to 1
82111,53,n to 1
82112,53,n to 1
82113,62,n to 1
82114,41,n to 1
82115,61,n to 1
82116,61,n to 1
82117,61,n to 1
82118,41,n to 1
82119,22,n to 1
82121,62,n to 1
82123,62,n to 1
82125,62,n to 1
82127,62,n to 1
82129,62,n to 1
82131,41,n to 1
82139,41,n to 1
82151,41,n to 1
82153,61,n to 1
82155,61,n to 1
82159,61,n to 1
82171,61,n to 1
82179,22,n to 1
8218,61,n to 1
83111,62,n to 1
83112,62,n to 1
83119,62,n to 1
83121,62,n to 1
83122,62,n to 1
83129,62,n to 1
8313,62,n to 1
83191,62,n to 1
83199,62,n to 1
84111,62,n to 1
84112,62,n to 1
84119,62,n to 1
84121,62,n to 1
84122,62,n to 1
84123,62,n to 1
8413,62,n to 1
8414,62,n to 1
84151,62,n to 1
84159,62,n to 1
84161,63,n to 1
84162,63,n to 1
84169,63,n to 1
84211,62,n to 1
84219,62,n to 1
84221,62,n to 1
84222,62,n to 1
8423,62,n to 1
8424,62,n to 1
8425,62,n to 1
8426,62,n to 1
8427,62,n to 1
84281,63,n to 1
84282,63,n to 1
84289,63,n to 1
8431,62,n to 1
84321,62,n to 1
84322,62,n to 1
84323,62,n to 1
84324,62,n to 1
84371,62,n to 1
84379,62,n to 1
84381,63,n to 1
84382,63,n to 1
84389,63,n to 1
8441,62,n to 1
84421,62,n to 1
84422,62,n to 1
84423,62,n to 1
84424,62,n to 1
84425,62,n to 1
84426,62,n to 1
8447,62,n to 1
84481,63,n to 1
84482,63,n to 1
84483,63,n to 1
84489,63,n to 1
84511,62,n to 1
84512,62,n to 1
84521,62,n to 1
84522,62,n to 1
84523,62,n to 1
84524,62,n to 1
8453,62,n to 1
8454,63,n to 1
84551,63,n to 1
84552,63,n to 1
84561,62,n to 1
84562,62,n to 1
84563,62,n to 1
84564,62,n to 1
84581,62,n to 1
84587,62,n to 1
84589,62,n to 1
84591,62,n to 1
84592,62,n to 1
84599,62,n to 1
84611,63,n to 1
84612,63,n to 1
84613,63,n to 1
84614,63,n to 1
84619,63,n to 1
84621,63,n to 1
84622,63,n to 1
84629,63,n to 1
84691,63,n to 1
84692,63,n to 1
84693,62,n to 1
84694,62,n to n
84694,63,n to n
84699,62,n to n
84699,63,n to n
84811,62,n to 1
84812,62,n to 1
84813,62,n to 1
84819,62,n to 1
84821,63,n to 1
84822,22,n to n
84822,63,n to n
84829,63,n to 1
84831,62,n to 1
84832,62,n to 1
84841,62,n to 1
84842,62,n to 1
84843,62,n to 1
84844,62,n to 1
84845,62,n to 1
84848,22,n to 1
84849,62,n to 1
85111,62,n to 1
85113,62,n to 1
85115,62,n to 1
85121,62,n to 1
85122,62,n to 1
85123,62,n to 1
85124,62,n to 1
85125,62,n to 1
85131,62,n to 1
85132,62,n to 1
85141,62,n to 1
85142,62,n to 1
85148,62,n to 1
85149,62,n to 1
85151,62,n to 1
85152,62,n to 1
85159,62,n to 1
8517,62,n to 1
8519,62,n to 1
87111,61,n to 1
87115,41,n to 1
87119,42,n to 1
87131,41,n to 1
87139,42,n to 1
87141,41,n to 1
87143,41,n to 1
87145,41,n to 1
87149,42,n to 1
87191,41,n to 1
87192,41,n to 1
87193,41,n to 1
87199,42,n to 1
87211,41,n to 1
87219,41,n to 1
87221,21,n to n
87221,22,n to n
87225,41,n to 1
87229,41,n to 1
87231,41,n to 1
87233,41,n to 1
87235,41,n to 1
8724,41,n to 1
87311,41,n to 1
87313,41,n to 1
87315,41,n to 1
87319,42,n to 1
87321,41,n to 1
87325,41,n to 1
87329,42,n to 1
87411,41,n to 1
87412,42,n to 1
87413,41,n to 1
87414,42,n to 1
87422,41,n to 1
87423,41,n to 1
87424,42,n to 1
87425,41,n to 1
87426,42,n to 1
87431,41,n to 1
87435,41,n to 1
87437,41,n to 1
87439,42,n to 1
87441,41,n to 1
87442,41,n to 1
87443,41,n to 1
87444,41,n to 1
87445,41,n to 1
87446,41,n to 1
87449,41,n to 1
87451,41,n to 1
87452,41,n to 1
87453,41,n to 1
87454,42,n to 1
87455,41,n to 1
87456,42,n to 1
87461,41,n to 1
87463,41,n to 1
87465,41,n to 1
87469,42,n to 1
87471,41,n to 1
87473,41,n to 1
87475,41,n to 1
87477,41,n to 1
87478,41,n to 1
87479,42,n to 1
8749,42,n to 1
88111,41,n to n
88111,61,n to n
88112,42,n to 1
88113,42,n to 1
88114,22,n to 1
88115,22,n to 1
88121,41,n to n
88121,61,n to n
88122,41,n to 1
88123,42,n to 1
88124,42,n to 1
88131,41,n to 1
88132,41,n to n
88132,61,n to n
88133,41,n to 1
88134,42,n to 1
88135,41,n to 1
88136,42,n to 1
8821,22,n to 1
8822,22,n to 1
8823,22,n to n
8823,63,n to n
8824,22,n to 1
8825,22,n to 1
8826,22,n to 1
8831,22,n to 1
8839,22,n to 1
88411,63,n to 1
88415,22,n to 1
88417,22,n to 1
88419,22,n to 1
88421,22,n to 1
88422,22,n to 1
88423,62,n to 1
88431,22,n to 1
88432,22,n to 1
88433,22,n to 1
88439,22,n to 1
88531,61,n to 1
88532,61,n to 1
88539,61,n to 1
88541,61,n to 1
88542,61,n to 1
88549,61,n to 1
88551,22,n to 1
88552,22,n to 1
88571,53,n to 1
88572,61,n to 1
88573,61,n to 1
88574,61,n to 1
88575,61,n to 1
88576,61,n to 1
88577,61,n to 1
88578,61,n to 1
88579,61,n to 1
88591,22,n to 1
88592,62,n to 1
88593,62,n to 1
88594,41,n to 1
88595,41,n to 1
88596,22,n to 1
88597,22,n to 1
88598,22,n to 1
88599,22,n to 1
89111,7,n to 1
89112,7,n to 1
89113,7,n to 1
89114,7,n to 1
89121,42,n to n
89121,7,n to n
89122,22,n to 1
89123,22,n to 1
89124,42,n to n
89124,7,n to n
89129,7,n to 1
89131,41,n to n
89131,61,n to n
89139,61,n to 1
89191,7,n to 1
89193,22,n to 1
89195,22,n to 1
89199,7,n to 1
89212,63,n to 1
89213,63,n to 1
89214,62,n to n
89214,63,n to n
89215,63,n to 1
89216,63,n to 1
89219,63,n to 1
89221,63,n to 1
89229,63,n to 1
89241,22,n to n
89241,63,n to n
89242,63,n to 1
89281,22,n to 1
89282,22,n to 1
89283,22,n to 1
89284,63,n to 1
89285,62,n to 1
89286,22,n to 1
89287,63,n to 1
89289,22,n to 1
89311,22,n to 1
89319,22,n to 1
89321,22,n to n
89321,62,n to n
89329,22,n to n
89329,62,n to n
89331,22,n to 1
89332,62,n to 1
89394,22,n to 1
89395,22,n to 1
89399,21,n to n
89399,22,n to n
89399,62,n to n
89399,63,n to n
8941,61,n to 1
89421,22,n to n
89421,62,n to n
89421,63,n to n
89422,22,n to n
89422,62,n to n
89422,63,n to n
89423,22,n to n
89423,62,n to n
89423,63,n to n
89424,22,n to n
89424,62,n to n
89424,63,n to n
89425,22,n to n
89425,62,n to n
89425,63,n to n
89426,22,n to n
89426,62,n to n
89426,63,n to n
89427,22,n to n
89427,62,n to n
89427,63,n to n
89429,22,n to n
89429,62,n to n
89429,63,n to n
89431,62,n to 1
89433,62,n to 1
89435,41,n to 1
89437,63,n to 1
89439,41,n to 1
89441,63,n to 1
89445,63,n to 1
89449,63,n to 1
8946,41,n to 1
89471,62,n to n
89471,63,n to n
89472,62,n to 1
89473,62,n to 1
89474,62,n to 1
89475,62,n to n
89475,63,n to n
89476,62,n to 1
89477,62,n to 1
89478,62,n to 1
89479,62,n to n
89479,63,n to n
89511,41,n to 1
89512,22,n to 1
89521,22,n to n
89521,63,n to n
89522,22,n to 1
89523,63,n to 1
89591,22,n to 1
89592,62,n to 1
89593,22,n to 1
89594,22,n to 1
89611,62,n to 1
89612,63,n to 1
8962,61,n to 1
8963,61,n to 1
8964,61,n to 1
8965,61,n to 1
8966,61,n to 1
89721,62,n to 1
89729,62,n to 1
89731,61,n to 1
89732,61,n to 1
89733,61,n to 1
89741,41,n to 1
89749,41,n to 1
89813,61,n to 1
89815,61,n to 1
89821,61,n to 1
89822,61,n to 1
89823,61,n to 1
89824,61,n to 1
89825,61,n to 1
89826,61,n to 1
89829,61,n to 1
89841,42,n to n
89841,62,n to n
89843,42,n to n
89843,62,n to n
89845,42,n to n
89845,62,n to n
89851,42,n to n
89851,62,n to n
89859,41,n to n
89859,42,n to n
89859,62,n to n
89861,42,n to n
89861,62,n to n
89865,42,n to n
89865,62,n to n
89867,42,n to n
89867,62,n to n
89871,42,n to n
89871,62,n to n
89879,41,n to n
89879,42,n to n
89879,62,n to n
8989,22,n to n
8989,61,n to n
89911,62,n to 1
89919,62,n to 1
89921,22,n to 1
89929,22,n to 1
89931,63,n to 1
89932,63,n to 1
89933,62,n to n
89933,63,n to n
89934,63,n to 1
89935,22,n to 1
89936,62,n to 1
89937,62,n to 1
89939,22,n to 1
89941,62,n to 1
89942,62,n to 1
89949,22,n to 1
89961,61,n to 1
89963,61,n to n
89963,62,n to n
89965,61,n to 1
89966,61,n to 1
89967,61,n to 1
89969,61,n to 1
89971,62,n to 1
89972,22,n to n
89972,63,n to n
89973,62,n to 1
89974,62,n to 1
89979,62,n to 1
89981,22,n to 1
89982,63,n to 1
89983,22,n to 1
89984,22,n to 1
89985,22,n to 1
89986,22,n to 1
89987,62,n to 1
89988,41,n to 1
89989,62,n to 1
89991,22,n to 1
89992,22,n to 1
89994,22,n to 1
89995,62,n to 1
89996,7,n to 1
89997,62,n to 1
9610,7,n to 1
97101,22,n to 1
97102,22,n to 1
97103,21,n to 1
